enterprisenumber,denomination,typeofenterprise,status,startdate,juridicalform,address_street,address_housenumber,address_box,address_zipcode,address_city,address_country,activities
0419877168,Cosimco,Rechtspersoon,Actief,1979-11-15,Naamloze vennootschap,Kartuizersweg,1,,2550,Kontich,België,41203:Algemene bouw van andere niet-residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 73110:Reclamebureaus
0419887264,LAHOUSSE,Rechtspersoon,Actief,1979-10-17,Naamloze vennootschap,'s Graventafelstraat,1,H,8980,Zonnebeke,België,43341:Schilderen van gebouwen; 43341:Schilderen van gebouwen
0419889640,WASE WEGENBOUW,Rechtspersoon,Actief,1979-10-30,Naamloze vennootschap,Kluizenhof(SGW),20,,9170,Sint-Gillis-Waas,België,42110:Bouw van autowegen en andere wegen; 42110:Bouw van autowegen en andere wegen
0419892808,Manufacture d'Articles industriels,Rechtspersoon,Actief,1979-10-18,Naamloze vennootschap,Georges Henrilaan,389,,1200,Sint-Lambrechts-Woluwe,België,43211:Elektrotechnische installatiewerken aan gebouwen; 43320:Schrijnwerk; 46741:Groothandel in ijzerwaren
0419904981,WOUTIM,Rechtspersoon,Actief,1979-10-26,Naamloze vennootschap,Nijverheidsstraat,7,,3990,Peer,België,43341:Schilderen van gebouwen; 43341:Schilderen van gebouwen
0419921809,Familiale Liège Hesbaye,Rechtspersoon,Actief,1979-12-13,Naamloze vennootschap,Rue Commandant Naessens,30,,4340,Awans,België,41201:Algemene bouw van residentiële gebouwen
0419928737,DE KEYSER RUDY WOOD INDUSTRY,Rechtspersoon,Actief,1979-11-29,Naamloze vennootschap,Korte Lozanastraat,28,,2018,Antwerpen,België,16230:Vervaardiging van ander schrijn- en timmerwerk; 43320:Schrijnwerk; 16100:Zagen en schaven van hout
0419931014,Gezel,Rechtspersoon,Actief,1979-12-14,Naamloze vennootschap,Beukenstraat,160,,9255,Buggenhout,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0419955560,SAVO,Rechtspersoon,Actief,1979-11-09,Naamloze vennootschap,Rue Albert 1er,72,,4610,Beyne-Heusay,België,"43320:Schrijnwerk; 43310:Stukadoorswerk; 41201:Algemene bouw van residentiële gebouwen; 43110:Slopen; 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment"
0419962686,ROMEL BOUWBEDRIJF,Rechtspersoon,Actief,1979-12-19,Naamloze vennootschap,Nijverheidslaan,4a,,8560,Wevelgem,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 41203:Algemene bouw van andere niet-residentiële gebouwen
0419966250,TRAVAUX GENERAUX SOMMEILLIER,Rechtspersoon,Actief,1979-12-18,Naamloze vennootschap,"Rue de Longuyon,Ruette",37,,6760,Virton,België,42110:Bouw van autowegen en andere wegen; 42110:Bouw van autowegen en andere wegen
0419970804,CORNE ROLLUIKEN,Rechtspersoon,Actief,1979-12-19,Naamloze vennootschap,Brugstraat,3,,8581,Avelgem,België,43320:Schrijnwerk; 16230:Vervaardiging van ander schrijn- en timmerwerk; 43320:Schrijnwerk; 46732:Groothandel in hout
0419985155,Entreprises J. Grimau,Rechtspersoon,Actief,1979-12-19,Naamloze vennootschap,Baron Albert d'Huartlaan,268,,1950,Kraainem,België,43341:Schilderen van gebouwen; 43333:Plaatsen van behang en vloerbedekking en wandbekleding van andere materialen
0419989907,CHAUFFAGE RAYEE et FILS,Rechtspersoon,Actief,1979-10-01,Naamloze vennootschap,Avenue du Gris Moulin,9,,1310,La Hulpe,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie"
0419999409,G.MARTENS,Rechtspersoon,Actief,1979-12-24,Naamloze vennootschap,Industrieweg,11,,2320,Hoogstraten,België,"43910:Dakwerkzaamheden; 45192:Handelsbemiddeling in andere motorvoertuigen (> 3,5 ton); 45194:Handel in aanhangwagens, opleggers en caravans; 45204:Carrosserieherstelling; 45310:Handelsbemiddeling en groothandel in onderdelen en accessoires van motorvoertuigen"
0419999805,VAN GEYSTELEN EUROTHERM,Rechtspersoon,Actief,1979-12-19,Naamloze vennootschap,Gasdam(BEV),10,,9120,Beveren,België,43320:Schrijnwerk; 43343:Glaszetten
0420004654,AURORE,Rechtspersoon,Actief,1979-11-22,Naamloze vennootschap,Rue du Cura,37,,1400,Nivelles,België,"82110:Diverse administratieve activiteiten ten behoeve van kantoren; 41201:Algemene bouw van residentiële gebouwen; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen"
0420027321,VUURVAST,Rechtspersoon,Actief,1980-01-15,Naamloze vennootschap,Dennenlaan,15,,3271,Scherpenheuvel-Zichem,België,"43291:Isolatiewerkzaamheden; 77320:Verhuur en lease van machines en installaties voor de bouwnijverheid en de weg- en waterbouw; 28250:Vervaardiging van machines en apparaten voor de koeltechniek en de  klimaatregeling, voor niet-huishoudelijk gebruik; 41201:Algemene bouw van residentiële gebouwen"
0420031081,PROMOUVOIR LA SECURITE,Rechtspersoon,Actief,1979-12-26,Naamloze vennootschap,Rue de la Closière,14,,1300,Wavre,België,"43320:Schrijnwerk; 42110:Bouw van autowegen en andere wegen; 42211:Bouw van water- en gasdistributienetten; 42220:Bouw van civieltechnische werken voor elektriciteit en telecommunicatie; 42911:Baggerwerken; 42919:Waterbouw, m.u.v. baggerwerken; 42990:Bouw van andere civieltechnische werken, n.e.g."
0420057609,WOONINRICHTING GRALLER,Rechtspersoon,Actief,1980-01-11,Naamloze vennootschap,Vredelaan,2,6,3530,Houthalen-Helchteren,België,"47592:Detailhandel in verlichtingsartikelen in gespecialiseerde winkels; 43341:Schilderen van gebouwen; 47512:Detailhandel in huishoudtextiel en beddengoed in gespecialiseerde winkels; 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment"
0420104921,TECNOSPACE,Rechtspersoon,Actief,1979-12-19,Naamloze vennootschap,Kernenergiestraat,65,,2610,Antwerpen,België,43320:Schrijnwerk; 43390:Overige werkzaamheden in verband met de afwerking van gebouwen; 43320:Schrijnwerk; 43332:Plaatsen van vloerbedekking en wandbekleding van hout
0420108681,VAN DEN BOGAERT LEON,Rechtspersoon,Actief,1980-01-01,Naamloze vennootschap,Kleine Heidestraat,3,,9080,Lochristi,België,43999:Overige gespecialiseerde bouwwerkzaamheden
0420178561,Etablissements Louis MOSSAY,Rechtspersoon,Actief,1980-01-01,Naamloze vennootschap,Chemin des Cèdres,37,1,4000,Liège,België,"41201:Algemene bouw van residentiële gebouwen; 43211:Elektrotechnische installatiewerken aan gebouwen; 43299:Overige bouwinstallatie, n.e.g.; 43320:Schrijnwerk; 43331:Plaatsen van vloer- en wandtegels"
0420185192,IMVARO,Rechtspersoon,Actief,1980-01-24,Naamloze vennootschap,Nieuwebosstraat,5,,9000,Gent,België,41101:Ontwikkeling van residentiële bouwprojecten
0420191528,ARGEA,Rechtspersoon,Actief,1980-01-25,Naamloze vennootschap,Georges Lecointelaan,50,,1180,Ukkel,België,42211:Bouw van water- en gasdistributienetten; 42220:Bouw van civieltechnische werken voor elektriciteit en telecommunicatie
0420249629,HP Estate,Rechtspersoon,Actief,1980-03-21,Naamloze vennootschap,De Maneschijn,8,,2460,Kasterlee,België,43341:Schilderen van gebouwen
0420252597,Société Anonyme de Construction de Travaux Luxembourgeois,Rechtspersoon,Actief,1980-03-22,Naamloze vennootschap,Route du Vieux Chêne,7,,6661,Houffalize,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 42110:Bouw van autowegen en andere wegen; 43331:Plaatsen van vloer- en wandtegels; 43910:Dakwerkzaamheden
0420259230,PEETERS K. PROJECTS,Rechtspersoon,Actief,1980-02-25,Naamloze vennootschap,Acacialaan,42,,3970,Leopoldsburg,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 68311:Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis"
0420259725,MP Liften-Ascenseurs,Rechtspersoon,Actief,1980-03-12,Naamloze vennootschap,Wijtschotbaan,3,8,2900,Schoten,België,"46694:Groothandel in hijs-, hef- en transportwerktuigen; 43299:Overige bouwinstallatie, n.e.g."
0420300604,ONDERNEMINGEN BULCKE,Rechtspersoon,Actief,1980-03-31,Naamloze vennootschap,Linteweversstraat(KOM),7,,7780,Comines-Warneton,België,43999:Overige gespecialiseerde bouwwerkzaamheden; 43120:Bouwrijp maken van terreinen
0420333068,S.A. DETEM - ANCIENS  ETABLISSEMENTS  E.  DETHIER,Rechtspersoon,Actief,1980-03-31,Naamloze vennootschap,Rue de la Buse,3,,4950,Waimes,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 43211:Elektrotechnische installatiewerken aan gebouwen; 43221:Loodgieterswerk"
0420343659,DEMAECKER - VAN HAECKE,Rechtspersoon,Actief,1980-04-01,Naamloze vennootschap,Dorpweg,35,,8377,Zuienkerke,België,43120:Bouwrijp maken van terreinen; 01610:Ondersteunende activiteiten in verband met de teelt van gewassen; 42911:Baggerwerken
0420348015,VECARI,Rechtspersoon,Actief,1980-03-10,Naamloze vennootschap,Kasteelstraat,13,,8980,Zonnebeke,België,"43211:Elektrotechnische installatiewerken aan gebouwen; 42110:Bouw van autowegen en andere wegen; 42220:Bouw van civieltechnische werken voor elektriciteit en telecommunicatie; 43120:Bouwrijp maken van terreinen; 43130:Proefboren en boren; 46693:Groothandel in elektrisch materiaal, inclusief installatiemateriaal"
0420415816,DYNAMIC HOUSE,Rechtspersoon,Actief,1980-03-26,Naamloze vennootschap,Ijskelderstraat,16,,1060,Sint-Gillis (bij-Brussel),België,"41201:Algemene bouw van residentiële gebouwen; 43299:Overige bouwinstallatie, n.e.g.; 43221:Loodgieterswerk; 81220:Overige reiniging van gebouwen; industriële reiniging"
0420418883,FONS MARTENS,Rechtspersoon,Actief,1980-03-29,Naamloze vennootschap,Groot Eyssel,39,A,2328,Hoogstraten,België,43320:Schrijnwerk; 43320:Schrijnwerk
0420424526,VITRALUX,Rechtspersoon,Actief,1980-05-19,Naamloze vennootschap,Pontstraat(KRU),2,,9770,Kruisem,België,43320:Schrijnwerk; 43320:Schrijnwerk
0420483221,Cogerim,Rechtspersoon,Actief,1980-04-03,Naamloze vennootschap,Rijkswachtdreef,23,,9600,Ronse,België,"41201:Algemene bouw van residentiële gebouwen; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen; 71121:Ingenieurs en aanverwante technische adviseurs, exclusief landmeters; 82110:Diverse administratieve activiteiten ten behoeve van kantoren"
0420488169,Société Générale de Plantation,Rechtspersoon,Actief,1980-05-20,Naamloze vennootschap,Avenue du Parc Industriel,11,,4041,Herstal,België,42110:Bouw van autowegen en andere wegen; 81300:Landschapsverzorging; 42120:Bouw van boven- en ondergrondse spoorwegen
0420519249,MATHIEU WILLEMS - DIELS,Rechtspersoon,Actief,1980-06-16,Naamloze vennootschap,Vaartstraat,150,,2490,Balen,België,"47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment; 43221:Loodgieterswerk; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 46731:Groothandel in bouwmaterialen, algemeen assortiment"
0420578340,COLLIGNON ENG.,Rechtspersoon,Actief,1979-10-01,Naamloze vennootschap,Briscol,4,,6997,Erezée,België,"43211:Elektrotechnische installatiewerken aan gebouwen; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 43211:Elektrotechnische installatiewerken aan gebouwen"
0420588337,SAMYN,Rechtspersoon,Actief,1980-07-01,Naamloze vennootschap,Menensesteenweg,28,,8890,Moorslede,België,"31091:Vervaardiging van eetkamer-, zitkamer-, slaapkamer- en badkamermeubelen; 43332:Plaatsen van vloerbedekking en wandbekleding van hout; 16210:Vervaardiging van fineer en van panelen op basis van hout; 31091:Vervaardiging van eetkamer-, zitkamer-, slaapkamer- en badkamermeubelen; 43320:Schrijnwerk; 47591:Detailhandel in huismeubilair in gespecialiseerde winkels; 47789:Overige detailhandel in nieuwe artikelen in gespecialiseerde winkels, n.e.g.; 95290:Reparatie van andere consumentenartikelen"
0420644260,DETRAC,Rechtspersoon,Actief,1980-01-01,Naamloze vennootschap,Jagershoek,14,,8570,Anzegem,België,43320:Schrijnwerk; 43320:Schrijnwerk; 41201:Algemene bouw van residentiële gebouwen; 41202:Algemene bouw van kantoorgebouwen; 41203:Algemene bouw van andere niet-residentiële gebouwen
0420692661,PIETERS G.C.A.,Rechtspersoon,Actief,1980-09-01,Naamloze vennootschap,D'Helst,10,,9280,Lebbeke,België,"43110:Slopen; 43110:Slopen; 49410:Goederenvervoer over de weg, m.u.v. verhuisbedrijven"
0420759670,TROIANI & FILS,Rechtspersoon,Actief,1980-09-30,Naamloze vennootschap,Rue des Marchands,42,,6200,Châtelet,België,"43910:Dakwerkzaamheden; 43910:Dakwerkzaamheden; 43221:Loodgieterswerk; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0420765214,Joseph LEDUC MALAISE,Rechtspersoon,Actief,1980-06-30,Naamloze vennootschap,Rue Maurice Duchêne,52B,,4340,Awans,België,43331:Plaatsen van vloer- en wandtegels; 43331:Plaatsen van vloer- en wandtegels
0420769073,BEYAERT VLOEREN,Rechtspersoon,Actief,1980-09-17,Naamloze vennootschap,Pannenbakkersstraat(M),4,,8552,Zwevegem,België,43331:Plaatsen van vloer- en wandtegels; 43331:Plaatsen van vloer- en wandtegels
0420773726,Q en T Asfalt- en Kunststofbedrijf,Rechtspersoon,Actief,1980-09-16,Naamloze vennootschap,Kasteelstraat,19,,3800,Sint-Truiden,België,42110:Bouw van autowegen en andere wegen; 42110:Bouw van autowegen en andere wegen
0420820345,Livarti CSB,Rechtspersoon,Actief,1980-10-08,Naamloze vennootschap,Industriepark,3,,3290,Diest,België,"13929:Vervaardiging van overige geconfectioneerde artikelen van textiel, m.u.v. kleding; 43999:Overige gespecialiseerde bouwwerkzaamheden; 22220:Vervaardiging van verpakkingsmateriaal van kunststof; 46498:Groothandel in lederwaren en reisartikelen; 47722:Detailhandel in lederwaren en reisartikelen in gespecialiseerde winkels"
0420827075,ROSSENO,Rechtspersoon,Actief,1980-10-06,Naamloze vennootschap,Rue Coron du Bois,29,,7370,Dour,België,43110:Slopen; 41201:Algemene bouw van residentiële gebouwen
0420832520,LCEBE,Rechtspersoon,Actief,1980-07-09,Naamloze vennootschap,Priorijdreef,25,,1160,Oudergem,België,"41102:Ontwikkeling van niet-residentiële bouwprojecten; 68203:Verhuur en exploitatie van eigen of geleasd niet-residentieel onroerend goed, exclusief terreinen"
0420836775,KAUFFMAN,Rechtspersoon,Actief,1980-08-29,Naamloze vennootschap,Avenue de la Porallée,34,,4920,Aywaille,België,"47781:Detailhandel in vaste, vloeibare en gasvormige brandstoffen in gespecialiseerde winkels, m.u.v. motorbrandstoffen; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 46742:Groothandel in installatiemateriaal voor loodgieterswerk en verwarming; 46710:Groothandel in vaste, vloeibare en gasvormige brandstoffen en aanverwante producten; 45204:Carrosserieherstelling; 45203:Reparatie en montage van specifieke auto-onderdelen; 45201:Algemeen onderhoud en reparatie van auto's en lichte bestelwagens (= 3,5 ton); 45113:Detailhandel in auto's en lichte bestelwagens (= 3,5 ton); 43291:Isolatiewerkzaamheden; 47781:Detailhandel in vaste, vloeibare en gasvormige brandstoffen in gespecialiseerde winkels, m.u.v. motorbrandstoffen"
0420838458,Immo Jaspe,Rechtspersoon,Actief,1980-07-09,Naamloze vennootschap,Joseph Stevensstraat,7,,1000,Brussel,België,41101:Ontwikkeling van residentiële bouwprojecten; 41102:Ontwikkeling van niet-residentiële bouwprojecten
0420993460,AGENCE BELGE DE CONSTRUCTION,Rechtspersoon,Actief,1980-11-20,Naamloze vennootschap,Rue du Curé,10,,1331,Rixensart,België,41201:Algemene bouw van residentiële gebouwen
0421042653,ENTREPRISE DE MENUISERIE MAHIEU,Rechtspersoon,Actief,1980-12-04,Naamloze vennootschap,Rue des Ruelles,49,,7950,Chièvres,België,43320:Schrijnwerk; 43320:Schrijnwerk
0421046118,JOHN SAEY,Rechtspersoon,Actief,1980-12-09,Naamloze vennootschap,Gontrode Heirweg,142,,9090,Melle,België,81100:Diverse ondersteunende activiteiten ten behoeve van voorzieningen; 43999:Overige gespecialiseerde bouwwerkzaamheden
0421056412,Installation technique Entretien et Construction,Rechtspersoon,Actief,1980-10-10,Naamloze vennootschap,Avenue Zénobe Gramme,2,,1300,Wavre,België,"43299:Overige bouwinstallatie, n.e.g."
0421077790,MATTHIJS,Rechtspersoon,Actief,1980-12-23,Naamloze vennootschap,Ambachtenlaan,5,,9080,Lochristi,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0421099566,Bouwondernemingen Moors,Rechtspersoon,Actief,1981-01-10,Naamloze vennootschap,Lijsterstraat,26,,3530,Houthalen-Helchteren,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0421117481,ENTREPRISE René SCHWANEN et Fils,Rechtspersoon,Actief,1980-12-30,Naamloze vennootschap,Les Plénesses,44,,4890,Thimister-Clermont,België,"16230:Vervaardiging van ander schrijn- en timmerwerk; 43910:Dakwerkzaamheden; 16291:Vervaardiging van andere artikelen van hout; 43291:Isolatiewerkzaamheden; 43299:Overige bouwinstallatie, n.e.g.; 43320:Schrijnwerk; 43343:Glaszetten"
0421134705,O.MET,Rechtspersoon,Actief,1981-01-08,Naamloze vennootschap,Ijzerlaan,17,,3270,Scherpenheuvel-Zichem,België,"41201:Algemene bouw van residentiële gebouwen; 42110:Bouw van autowegen en andere wegen; 43999:Overige gespecialiseerde bouwwerkzaamheden; 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment"
0421154697,CHAUFFAGE LEMAITRE,Rechtspersoon,Actief,1981-01-01,Naamloze vennootschap,rue du Chenia,10,C,7170,Manage,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0421167367,M. BONTEN,Rechtspersoon,Actief,1980-12-30,Naamloze vennootschap,Rue de Battice,156,,4880,Aubel,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0421188846,DROESHAUT,Rechtspersoon,Actief,1981-01-20,Naamloze vennootschap,Hamonterweg,139,,3930,Hamont-Achel,België,43211:Elektrotechnische installatiewerken aan gebouwen; 41203:Algemene bouw van andere niet-residentiële gebouwen; 25110:Vervaardiging van metalen constructiewerken en delen daarvan; 42220:Bouw van civieltechnische werken voor elektriciteit en telecommunicatie
0421189440,SALSAC ENTREPRISES,Rechtspersoon,Actief,1981-01-01,Naamloze vennootschap,Rue de la Platinerie,12,,7340,Colfontaine,België,43910:Dakwerkzaamheden; 43910:Dakwerkzaamheden; 43221:Loodgieterswerk
0421205375,SOTRABA,Rechtspersoon,Actief,1981-01-27,Naamloze vennootschap,Chaussée de Nivelles,121,,7181,Seneffe,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 43390:Overige werkzaamheden in verband met de afwerking van gebouwen
0421261003,Tallévis,Rechtspersoon,Actief,1981-01-18,Naamloze vennootschap,Bouvriestraat,3,,8583,Avelgem,België,"41101:Ontwikkeling van residentiële bouwprojecten; 01110:Teelt van granen (m.u.v. rijst), peulgewassen en oliehoudende zaden; 01410:Fokken van melkvee; 01420:Fokken van andere runderen en buffels; 01610:Ondersteunende activiteiten in verband met de teelt van gewassen; 01620:Ondersteunende activiteiten in verband met de veeteelt; 81300:Landschapsverzorging"
0421301880,BEXIM,Rechtspersoon,Actief,1981-02-09,Naamloze vennootschap,"Zoning de Jumet,4ème rue",33,,6040,Charleroi,België,"41101:Ontwikkeling van residentiële bouwprojecten; 41102:Ontwikkeling van niet-residentiële bouwprojecten; 64200:Holdings; 68100:Handel in eigen onroerend goed; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen"
