enterprisenumber,denomination,typeofenterprise,status,startdate,juridicalform,address_street,address_housenumber,address_box,address_zipcode,address_city,address_country,activities
0417923411,VANDOTEC,Rechtspersoon,Actief,1978-01-13,Naamloze vennootschap,Nijverheidsstraat,49,,8970,Poperinge,België,"42212:Bouw van rioleringen; 42219:Bouw van civieltechnische werken voor vloeistoffen, n.e.g.; 33120:Reparatie van machines; 33200:Installatie van industriële machines, toestellen en werktuigen; 42990:Bouw van andere civieltechnische werken, n.e.g.; 43299:Overige bouwinstallatie, n.e.g."
0417937267,HUIS DELCROIX,Rechtspersoon,Actief,1977-12-19,Naamloze vennootschap,Lode De Boningestraat,39,A,8560,Wevelgem,België,"43910:Dakwerkzaamheden; 43910:Dakwerkzaamheden; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 43390:Overige werkzaamheden in verband met de afwerking van gebouwen; 43999:Overige gespecialiseerde bouwwerkzaamheden"
0417995170,ELBOKA,Rechtspersoon,Actief,1978-01-11,Naamloze vennootschap,Retiesebaan,171,,2460,Kasterlee,België,"43120:Bouwrijp maken van terreinen; 43120:Bouwrijp maken van terreinen; 45111:Groothandel in auto's en lichte bestelwagens (= 3,5 ton); 45201:Algemeen onderhoud en reparatie van auto's en lichte bestelwagens (= 3,5 ton); 49410:Goederenvervoer over de weg, m.u.v. verhuisbedrijven; 77110:Verhuur en lease van personenauto's en lichte bestelwagens (< 3,5 ton)"
0418006454,Batiments et Menuiserie,Rechtspersoon,Actief,1978-02-09,Naamloze vennootschap,Frédéric Pelletierstraat,33,,1030,Schaarbeek,België,43320:Schrijnwerk
0418006751,VANSEAU,Rechtspersoon,Actief,1978-01-12,Naamloze vennootschap,Rue Fernand Bourgeois,6,,5352,Ohey,België,41101:Ontwikkeling van residentiële bouwprojecten; 01500:Gemengd bedrijf; 81300:Landschapsverzorging
0418010216,INTER - HORO,Rechtspersoon,Actief,1978-01-01,Naamloze vennootschap,Lauwbergstraat,230,,8930,Menen,België,"43320:Schrijnwerk; 47910:Detailhandel via postorderbedrijven of via internet; 43291:Isolatiewerkzaamheden; 43320:Schrijnwerk; 47192:Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen niet overheersen (verkoopoppervlakte. = 2500 m²); 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment"
0418024567,Atriatech,Rechtspersoon,Actief,1977-12-30,Naamloze vennootschap,Rue Crufer,8,,4970,Stavelot,België,"43221:Loodgieterswerk; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0418096031,TERRAS - DECOR,Rechtspersoon,Actief,1978-03-22,Naamloze vennootschap,Staatsbaan,278,,9870,Zulte,België,25120:Vervaardiging van metalen deuren en vensters; 43999:Overige gespecialiseerde bouwwerkzaamheden
0418125230,DANNEELS DEVELOPMENT,Rechtspersoon,Actief,1978-03-22,Naamloze vennootschap,Sint-Baafskerkstraat,1,,8200,Brugge,België,"41101:Ontwikkeling van residentiële bouwprojecten; 68311:Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis"
0418150766,Ceba - Confort,Rechtspersoon,Actief,1977-12-16,Naamloze vennootschap,Steenweg op Asse(P.E.),19,,7850,Enghien,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 43221:Loodgieterswerk"
0418162545,Jumelet Zwemkomfort,Rechtspersoon,Actief,1978-02-21,Naamloze vennootschap,Bredabaan,875,,2930,Brasschaat,België,"43999:Overige gespecialiseerde bouwwerkzaamheden; 42919:Waterbouw, m.u.v. baggerwerken; 81300:Landschapsverzorging"
0418169077,OOMS WOONREALISATIES,Rechtspersoon,Actief,1978-01-01,Naamloze vennootschap,Oostmalsesteenweg,220,,2310,Rijkevorsel,België,"41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 41203:Algemene bouw van andere niet-residentiële gebouwen; 42130:Bouw van bruggen en tunnels; 43299:Overige bouwinstallatie, n.e.g.; 43331:Plaatsen van vloer- en wandtegels; 43999:Overige gespecialiseerde bouwwerkzaamheden"
0418172443,Stasegemse Bouwmaatschappij,Rechtspersoon,Actief,1977-12-28,Naamloze vennootschap,Dam(Kor),10,,8500,Kortrijk,België,41203:Algemene bouw van andere niet-residentiële gebouwen
0418204810,GROEP KNIPPENBERG,Rechtspersoon,Actief,1977-12-19,Naamloze vennootschap,Jagersborgweg,1007,,3680,Maaseik,België,41201:Algemene bouw van residentiële gebouwen
0418210550,MARECHAL - SERVICE,Rechtspersoon,Actief,1978-04-01,Naamloze vennootschap,Rue de Ciply (C.),454,,7033,Mons,België,43221:Loodgieterswerk; 95290:Reparatie van andere consumentenartikelen
0418221240,INTERIEUR STUDIO,Rechtspersoon,Actief,1978-04-25,Naamloze vennootschap,Turnhoutseweg,67,2,2340,Beerse,België,43320:Schrijnwerk; 43320:Schrijnwerk
0418243709,Artem,Rechtspersoon,Actief,1978-04-26,Naamloze vennootschap,Zandbergen,6,,2480,Dessel,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0418266374,BLOCK - DIAS,Rechtspersoon,Actief,1978-04-27,Naamloze vennootschap,Heiveldstraat,189,,9040,Gent,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie"
0418381883,MAXI HEATING,Rechtspersoon,Actief,1978-05-29,Naamloze vennootschap,Schoolstraat,22,A,3440,Zoutleeuw,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie"
0418384358,TRAFIROAD,Rechtspersoon,Actief,1978-06-22,Naamloze vennootschap,Nieuwe Dreef,17,,9160,Lokeren,België,"25999:Vervaardiging van overige artikelen van metaal, n.e.g.; 42220:Bouw van civieltechnische werken voor elektriciteit en telecommunicatie; 25999:Vervaardiging van overige artikelen van metaal, n.e.g.; 42110:Bouw van autowegen en andere wegen; 42120:Bouw van boven- en ondergrondse spoorwegen; 42130:Bouw van bruggen en tunnels"
0418456218,ETWAL  - PLATTEAU INFRA,Rechtspersoon,Actief,1978-06-06,Naamloze vennootschap,Rue Charles Richet,4,,7180,Seneffe,België,42211:Bouw van water- en gasdistributienetten; 42220:Bouw van civieltechnische werken voor elektriciteit en telecommunicatie
0418469084,POLYTHERM,Rechtspersoon,Actief,1978-06-30,Naamloze vennootschap,Rue du Travail,7,,4460,Grâce-Hollogne,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43910:Dakwerkzaamheden; 47592:Detailhandel in verlichtingsartikelen in gespecialiseerde winkels"
0418472450,EIFFAGE DEVELOPMENT,Rechtspersoon,Actief,1978-04-07,Naamloze vennootschap,Brugmannlaan,27,A,1060,Sint-Gillis (bij-Brussel),België,41102:Ontwikkeling van niet-residentiële bouwprojecten; 41101:Ontwikkeling van residentiële bouwprojecten; 68100:Handel in eigen onroerend goed
0418489573,GROEP VAN CALSTER,Rechtspersoon,Actief,1978-04-11,Naamloze vennootschap,Waterlaatstraat,37,,2970,Schilde,België,"41101:Ontwikkeling van residentiële bouwprojecten; 45113:Detailhandel in auto's en lichte bestelwagens (= 3,5 ton)"
0418520356,M.T.T.T. GRILLO,Rechtspersoon,Actief,1978-06-08,Naamloze vennootschap,Rue de la Vieille Espérance,24,,4100,Seraing,België,"25620:Verspanend bewerken van metalen; 43910:Dakwerkzaamheden; 25110:Vervaardiging van metalen constructiewerken en delen daarvan; 25620:Verspanend bewerken van metalen; 42919:Waterbouw, m.u.v. baggerwerken; 43110:Slopen; 43130:Proefboren en boren; 43211:Elektrotechnische installatiewerken aan gebouwen; 43991:Waterdichtingswerken van muren"
0418547080,Te Boelaer,Rechtspersoon,Actief,1978-01-01,Naamloze vennootschap,Narcissenlaan,8,,2970,Schilde,België,41101:Ontwikkeling van residentiële bouwprojecten
0418547179,TEGELHUIS WINDELS,Rechtspersoon,Actief,1978-08-09,Naamloze vennootschap,Kortrijkstraat,142,,8770,Ingelmunster,België,"43331:Plaatsen van vloer- en wandtegels; 43331:Plaatsen van vloer- en wandtegels; 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment"
0418548268,E. DE KOCK,Rechtspersoon,Actief,1978-05-01,Naamloze vennootschap,Brusselsesteenweg,328,,3090,Overijse,België,"42110:Bouw van autowegen en andere wegen; 43120:Bouwrijp maken van terreinen; 08122:Winning van zand; 43110:Slopen; 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment"
0418555097,ALGEMENE BOUWONDERNEMING HERWEYERS,Rechtspersoon,Actief,1978-06-14,Naamloze vennootschap,Zavelstraat(STE),34,,9190,Stekene,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0418573113,Bertels - Voets,Rechtspersoon,Actief,1978-06-05,Naamloze vennootschap,Boskant,28,,2242,Zandhoven,België,41201:Algemene bouw van residentiële gebouwen
0418575487,ENTREPRISES JAZY,Rechtspersoon,Actief,1978-06-09,Naamloze vennootschap,Lambermontlaan,310,,1030,Schaarbeek,België,41201:Algemene bouw van residentiële gebouwen; 68100:Handel in eigen onroerend goed; 41201:Algemene bouw van residentiële gebouwen; 43320:Schrijnwerk; 43390:Overige werkzaamheden in verband met de afwerking van gebouwen
0418580833,C.I.G.,Rechtspersoon,Actief,1978-06-13,Naamloze vennootschap,Bredabaan,197,,2930,Brasschaat,België,"41101:Ontwikkeling van residentiële bouwprojecten; 66220:Verzekeringsagenten en -makelaars; 68100:Handel in eigen onroerend goed; 68311:Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis"
0418598451,TECHNIFLOOR,Rechtspersoon,Actief,1978-07-04,Naamloze vennootschap,Evenbroekveld,30,,9420,Erpe-Mere,België,43331:Plaatsen van vloer- en wandtegels; 43333:Plaatsen van behang en vloerbedekking en wandbekleding van andere materialen; 46494:Groothandel in niet-elektrische huishoudelijke artikelen; 47530:Detailhandel in tapijten en andere vloerbedekking en wandbekleding in  gespecialiseerde winkels
0418619039,FREEZE AIR,Rechtspersoon,Actief,1978-07-01,Naamloze vennootschap,Laageind,5,,2940,Stabroek,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0418622702,Asvedec - Administration de biens,Rechtspersoon,Actief,1978-07-25,Naamloze vennootschap,Louizalaan,230,,1050,Elsene,België,68321:Beheer van residentieel onroerend goed voor een vast bedrag of op contractbasis; 41101:Ontwikkeling van residentiële bouwprojecten
0418635271,BOUWWERKEN VERMEIREN,Rechtspersoon,Actief,1978-06-07,Naamloze vennootschap,Deurnevoetweg,2,,2900,Schoten,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 43110:Slopen
0418650515,Chauffage Pierre,Rechtspersoon,Actief,1978-06-27,Naamloze vennootschap,Rue du Pont(AMA),30,,4540,Amay,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 43910:Dakwerkzaamheden; 47592:Detailhandel in verlichtingsartikelen in gespecialiseerde winkels; 47781:Detailhandel in vaste, vloeibare en gasvormige brandstoffen in gespecialiseerde winkels, m.u.v. motorbrandstoffen; 81220:Overige reiniging van gebouwen; industriële reiniging"
0418680407,FAVIMO,Rechtspersoon,Actief,1978-09-29,Naamloze vennootschap,Rue Albert Mille(PEC),19,,7740,Pecq,België,41201:Algemene bouw van residentiële gebouwen; 41101:Ontwikkeling van residentiële bouwprojecten
0418686840,Gesti-Basseille,Rechtspersoon,Actief,1978-08-09,Naamloze vennootschap,Basseilles,1,,5340,Gesves,België,55204:Gastenkamers; 41101:Ontwikkeling van residentiële bouwprojecten; 02200:Exploitatie van bossen
0418702478,EB PROJECTS,Rechtspersoon,Actief,1978-10-09,Naamloze vennootschap,Toekomstlaan(HRT),41,A,2200,Herentals,België,"43320:Schrijnwerk; 46660:Groothandel in andere kantoormachines en kantoorbenodigdheden, met uitzondering van computers en randapparatuur; 31010:Vervaardiging van kantoor- en winkelmeubelen; 47410:Detailhandel in computers, randapparatuur en software in gespecialiseerde winkels"
0418703072,Gebrola,Rechtspersoon,Actief,1978-08-25,Naamloze vennootschap,Bosstraat,18,,3950,Bocholt,België,43320:Schrijnwerk; 43320:Schrijnwerk; 41201:Algemene bouw van residentiële gebouwen
0418732667,Piérard,Rechtspersoon,Actief,1978-10-06,Naamloze vennootschap,"Rue Saint-Donat,Warêt",42,,5310,Eghezée,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0418751275,Fidebat,Rechtspersoon,Actief,1978-09-01,Naamloze vennootschap,Rue Joseph Vanderick(CO),179,,6180,Courcelles,België,41201:Algemene bouw van residentiële gebouwen; 41101:Ontwikkeling van residentiële bouwprojecten
0418851641,Herbo - Werken,Rechtspersoon,Actief,1978-10-26,Naamloze vennootschap,Gestichtstraat,45,,9000,Gent,België,"43910:Dakwerkzaamheden; 41201:Algemene bouw van residentiële gebouwen; 43221:Loodgieterswerk; 68311:Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis"
0418859163,K-Boringen,Rechtspersoon,Actief,1978-10-26,Naamloze vennootschap,Paalsteenstraat,36,,3500,Hasselt,België,42130:Bouw van bruggen en tunnels; 43120:Bouwrijp maken van terreinen
0418909346,EURO - SERRE,Rechtspersoon,Actief,1978-11-27,Naamloze vennootschap,Geleenlaan,1,,3600,Genk,België,25110:Vervaardiging van metalen constructiewerken en delen daarvan; 43320:Schrijnwerk; 43999:Overige gespecialiseerde bouwwerkzaamheden; 47522:Detailhandel in houten bouw- en tuinmaterialen in gespecialiseerde winkels; 47525:Detailhandel in ijzerwaren en gereedschappen in gespecialiseerde winkels
0418954480,HELIOS TRADING,Rechtspersoon,Actief,1978-12-22,Naamloze vennootschap,Nijverheidslaan,3,,9880,Aalter,België,"25120:Vervaardiging van metalen deuren en vensters; 43320:Schrijnwerk; 43299:Overige bouwinstallatie, n.e.g."
0418972197,INTEGER BOUWEN,Rechtspersoon,Actief,1978-12-01,Naamloze vennootschap,Steenweg op Blaasveld(HEF),56a,,2801,Mechelen,België,"41203:Algemene bouw van andere niet-residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 01450:Fokken van schapen en geiten; 68311:Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis; 71121:Ingenieurs en aanverwante technische adviseurs, exclusief landmeters"
0418972989,WILLY NAESSENS INDUSTRIEBOUW,Rechtspersoon,Actief,1978-12-15,Naamloze vennootschap,Kouter (E.),3,,9790,Wortegem-Petegem,België,41203:Algemene bouw van andere niet-residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 43120:Bouwrijp maken van terreinen; 43211:Elektrotechnische installatiewerken aan gebouwen; 43910:Dakwerkzaamheden
0419049896,KOCH - OCKIER,Rechtspersoon,Actief,1979-01-08,Naamloze vennootschap,Meuleberg,2,,8573,Anzegem,België,42110:Bouw van autowegen en andere wegen; 43110:Slopen; 43331:Plaatsen van vloer- en wandtegels; 68100:Handel in eigen onroerend goed
0419062170,IMOCO,Rechtspersoon,Actief,1978-12-18,Naamloze vennootschap,Dorpsstraat,19,3.1,3590,Diepenbeek,België,41101:Ontwikkeling van residentiële bouwprojecten
0419072959,Renocit,Rechtspersoon,Actief,1978-12-22,Naamloze vennootschap,Brusselstraat,120,,1702,Dilbeek,België,41101:Ontwikkeling van residentiële bouwprojecten
0419091567,EXMAPLA,Rechtspersoon,Actief,1979-01-03,Naamloze vennootschap,Charleroise Steenweg,227,,1060,Sint-Gillis (bij-Brussel),België,"71121:Ingenieurs en aanverwante technische adviseurs, exclusief landmeters; 41201:Algemene bouw van residentiële gebouwen"
0419099287,DESMET GEBROEDERS,Rechtspersoon,Actief,1979-01-01,Naamloze vennootschap,Markegemstraat(Wak),59,,8720,Dentergem,België,43320:Schrijnwerk; 47591:Detailhandel in huismeubilair in gespecialiseerde winkels
0419114828,RODIPA,Rechtspersoon,Actief,1979-01-29,Naamloze vennootschap,Kumtichstraat(KMT),331,,3300,Tienen,België,43320:Schrijnwerk; 74105:Activiteiten van decorateur-etalagisten
0419116412,Vermobo,Rechtspersoon,Actief,1978-12-29,Naamloze vennootschap,Beverlostraat,19,,3970,Leopoldsburg,België,"41203:Algemene bouw van andere niet-residentiële gebouwen; 41203:Algemene bouw van andere niet-residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 43331:Plaatsen van vloer- en wandtegels; 43910:Dakwerkzaamheden; 46731:Groothandel in bouwmaterialen, algemeen assortiment; 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment"
0419127694,TAVEIRNE ALGEMENE ONDERNEMINGEN,Rechtspersoon,Actief,1979-02-16,Naamloze vennootschap,Oostendestraat,278,,8820,Torhout,België,"42120:Bouw van boven- en ondergrondse spoorwegen; 42120:Bouw van boven- en ondergrondse spoorwegen; 77110:Verhuur en lease van personenauto's en lichte bestelwagens (< 3,5 ton)"
0419127892,"Weiler, Albert et fils",Rechtspersoon,Actief,1979-01-01,Naamloze vennootschap,Rue de l'Echelle,308,,4100,Seraing,België,43320:Schrijnwerk; 43320:Schrijnwerk
0419152341,DERITO,Rechtspersoon,Actief,1979-01-18,Naamloze vennootschap,Hasseltkouter(Oph),57,,9500,Geraardsbergen,België,"16230:Vervaardiging van ander schrijn- en timmerwerk; 43320:Schrijnwerk; 46731:Groothandel in bouwmaterialen, algemeen assortiment"
0419156202,NERM,Rechtspersoon,Actief,1979-02-22,Naamloze vennootschap,Congresstraat,35,,1000,Brussel,België,41201:Algemene bouw van residentiële gebouwen; 41202:Algemene bouw van kantoorgebouwen; 41203:Algemene bouw van andere niet-residentiële gebouwen; 46412:Groothandel in huishoudtextiel en beddengoed; 68100:Handel in eigen onroerend goed; 70220:Overige adviesbureaus op het gebied van bedrijfsbeheer; adviesbureaus  op het gebied van bedrijfsvoering; 71111:Bouwarchitecten
0419180550,DAO,Rechtspersoon,Actief,1979-01-01,Naamloze vennootschap,Rue de Maestricht(VIS),106,,4600,Visé,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43221:Loodgieterswerk; 43299:Overige bouwinstallatie, n.e.g.; 47789:Overige detailhandel in nieuwe artikelen in gespecialiseerde winkels, n.e.g."
0419201534,VMA be.Maintenance,Rechtspersoon,Actief,1979-01-30,Naamloze vennootschap,Humaniteitslaan,114,,1070,Anderlecht,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 33120:Reparatie van machines; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0419225486,"PALMA CONSTRUCTION, TRANSFORMATION ET MATERIAUX",Rechtspersoon,Actief,1979-02-16,Naamloze vennootschap,Rue Modeste Carlier,59,,7390,Quaregnon,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 43221:Loodgieterswerk
0419230535,WEGENBOUW OCKIER,Rechtspersoon,Actief,1979-02-20,Naamloze vennootschap,Noordlaan,18,,8520,Kuurne,België,42110:Bouw van autowegen en andere wegen; 42110:Bouw van autowegen en andere wegen
0419265474,ZANETTI,Rechtspersoon,Actief,1979-03-03,Naamloze vennootschap,Rue des Bayards,147,,4000,Liège,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43221:Loodgieterswerk"
0419320310,Lareco Infra,Rechtspersoon,Actief,1979-03-07,Naamloze vennootschap,Puursesteenweg(BOR),384,,2880,Bornem,België,"42110:Bouw van autowegen en andere wegen; 43120:Bouwrijp maken van terreinen; 42110:Bouw van autowegen en andere wegen; 42919:Waterbouw, m.u.v. baggerwerken"
0419320805,V. DAK,Rechtspersoon,Actief,1979-03-30,Naamloze vennootschap,Buntjesstraat,39,,3583,Beringen,België,43910:Dakwerkzaamheden
0419326149,DEWITTE POMPSERVICE,Rechtspersoon,Actief,1979-03-21,Naamloze vennootschap,Vicus Pontrave,25,,9250,Waasmunster,België,43999:Overige gespecialiseerde bouwwerkzaamheden
0419351982,T. SEGERS EN ZOON,Rechtspersoon,Actief,1979-04-01,Naamloze vennootschap,Puursesteenweg(BOR),391,,2880,Bornem,België,43320:Schrijnwerk; 43320:Schrijnwerk; 47591:Detailhandel in huismeubilair in gespecialiseerde winkels
0419367325,BOUWONDERNEMING VLC,Rechtspersoon,Actief,1979-04-11,Naamloze vennootschap,Koningin Astridlaan,25,,2800,Mechelen,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0419424733,SEBA SERVICE,Rechtspersoon,Actief,1979-04-28,Naamloze vennootschap,Kerkstraat,244,,1851,Grimbergen,België,"43211:Elektrotechnische installatiewerken aan gebouwen; 71121:Ingenieurs en aanverwante technische adviseurs, exclusief landmeters; 46693:Groothandel in elektrisch materiaal, inclusief installatiemateriaal"
0419491841,Installatie van Verwarming en Conditionering en Sanitair,Rechtspersoon,Actief,1979-06-02,Naamloze vennootschap,Schaapveld (STG),22,,9200,Dendermonde,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0419493326,Pirson - Montage,Rechtspersoon,Actief,1979-05-07,Naamloze vennootschap,Rue de l'Avenir,63,,4460,Grâce-Hollogne,België,43999:Overige gespecialiseerde bouwwerkzaamheden; 25120:Vervaardiging van metalen deuren en vensters
0419510251,LUCKX,Rechtspersoon,Actief,1979-06-27,Naamloze vennootschap,Rue Robert Gérard,3,,1480,Tubize,België,43320:Schrijnwerk; 25120:Vervaardiging van metalen deuren en vensters; 22230:Vervaardiging van kunststofartikelen voor de bouw; 43320:Schrijnwerk
0419511043,VAN DEN BROECK,Rechtspersoon,Actief,1979-05-10,Naamloze vennootschap,Bredabaan (Centrum),47-49,,2990,Wuustwezel,België,"43211:Elektrotechnische installatiewerken aan gebouwen; 43211:Elektrotechnische installatiewerken aan gebouwen; 46693:Groothandel in elektrisch materiaal, inclusief installatiemateriaal"
0419522723,Vrebos Systems,Rechtspersoon,Actief,1979-05-18,Naamloze vennootschap,Duisburgsesteenweg,6,,3090,Overijse,België,"43320:Schrijnwerk; 43320:Schrijnwerk; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen"
0419596462,VERBO,Rechtspersoon,Actief,1979-06-29,Naamloze vennootschap,Otterstraat,38,9,2300,Turnhout,België,43999:Overige gespecialiseerde bouwwerkzaamheden; 68100:Handel in eigen onroerend goed
0419627938,De Ganck Import-Tegelbedrijf,Rechtspersoon,Actief,1979-07-10,Naamloze vennootschap,Rozenstraat,5,,9810,Nazareth,België,43331:Plaatsen van vloer- en wandtegels; 43331:Plaatsen van vloer- en wandtegels
0419657137,PVR - CONSTRUCT,Rechtspersoon,Actief,1979-07-01,Naamloze vennootschap,Holstraat,9,2,1840,Londerzeel,België,43320:Schrijnwerk
0419685148,HOME CONSTRUCT,Rechtspersoon,Actief,1979-08-24,Naamloze vennootschap,Edingsesteenweg,89,A,1755,Gooik,België,41201:Algemene bouw van residentiële gebouwen
0419703756,BOUWBEDRIJF PEETERS - DE KEERSMAEKER,Rechtspersoon,Actief,1979-09-07,Naamloze vennootschap,Kambalastraat,16,,2030,Antwerpen,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 43390:Overige werkzaamheden in verband met de afwerking van gebouwen
0419732757,"Contractor, Real Estate Constructions",Rechtspersoon,Actief,1979-06-25,Naamloze vennootschap,Vanderveldenlaan,11,,1652,Beersel,België,43221:Loodgieterswerk
0419746714,IMMOBILIERE BRUXELLOISE,Rechtspersoon,Actief,1979-07-31,Naamloze vennootschap,Ginstlaan,16,,1640,Sint-Genesius-Rode,België,"68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen; 41201:Algemene bouw van residentiële gebouwen; 43999:Overige gespecialiseerde bouwwerkzaamheden; 43390:Overige werkzaamheden in verband met de afwerking van gebouwen; 43320:Schrijnwerk; 43299:Overige bouwinstallatie, n.e.g.; 43291:Isolatiewerkzaamheden; 43221:Loodgieterswerk; 43120:Bouwrijp maken van terreinen; 81100:Diverse ondersteunende activiteiten ten behoeve van voorzieningen"
0419765520,CALLENS WILLY,Rechtspersoon,Actief,1979-09-24,Naamloze vennootschap,Industrielaan,21,,8790,Waregem,België,"33200:Installatie van industriële machines, toestellen en werktuigen; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0419774527,KULAPRO,Rechtspersoon,Actief,1979-07-01,Naamloze vennootschap,Staatsbaan(LUB),187,,3210,Lubbeek,België,41201:Algemene bouw van residentiële gebouwen; 43320:Schrijnwerk; 41201:Algemene bouw van residentiële gebouwen; 43341:Schilderen van gebouwen; 43343:Glaszetten
0419784227,CORTVRIENDT D.,Rechtspersoon,Actief,1979-08-28,Naamloze vennootschap,Steenovenstraat,12,,8700,Tielt,België,"43331:Plaatsen van vloer- en wandtegels; 46731:Groothandel in bouwmaterialen, algemeen assortiment; 23610:Vervaardiging van artikelen van beton voor de bouw; 43999:Overige gespecialiseerde bouwwerkzaamheden"
0419795115,SA DELHEZ,Rechtspersoon,Actief,1979-10-01,Naamloze vennootschap,Rue Grondal,8,,4890,Thimister-Clermont,België,"25110:Vervaardiging van metalen constructiewerken en delen daarvan; 43221:Loodgieterswerk; 43910:Dakwerkzaamheden; 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment"
0419803924,DIABETON,Rechtspersoon,Actief,1979-09-14,Naamloze vennootschap,Centrum-Zuid,1544,,3530,Houthalen-Helchteren,België,43999:Overige gespecialiseerde bouwwerkzaamheden; 41201:Algemene bouw van residentiële gebouwen
0419813624,Entreprises B. Trévisani,Rechtspersoon,Actief,1979-10-01,Naamloze vennootschap,Rue Bon Espoir,17,,4041,Herstal,België,43331:Plaatsen van vloer- en wandtegels; 41201:Algemene bouw van residentiële gebouwen; 43331:Plaatsen van vloer- en wandtegels
0419820057,Schrijnwerkerij Fr. DEMUYNCK,Rechtspersoon,Actief,1979-10-23,Naamloze vennootschap,Iepersestraat,120,,8890,Moorslede,België,"43320:Schrijnwerk; 43320:Schrijnwerk; 31091:Vervaardiging van eetkamer-, zitkamer-, slaapkamer- en badkamermeubelen; 43332:Plaatsen van vloerbedekking en wandbekleding van hout; 43343:Glaszetten; 43390:Overige werkzaamheden in verband met de afwerking van gebouwen; 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment"
0419832430,G. THEUNS EN ZOON,Rechtspersoon,Actief,1979-10-26,Naamloze vennootschap,Statiestraat (Dp),99,,2920,Kalmthout,België,"41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 43910:Dakwerkzaamheden; 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment"
0419832826,GODART IMMO,Rechtspersoon,Actief,1979-09-19,Naamloze vennootschap,Chemin Vert,12B,,7080,Frameries,België,43320:Schrijnwerk; 43320:Schrijnwerk
0419844605,Wienen Bouw,Rechtspersoon,Actief,1979-10-05,Naamloze vennootschap,Oude Weg,39,,9991,Maldegem,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0419876871,CHAUFFAGE NELLEN,Rechtspersoon,Actief,1979-11-08,Naamloze vennootschap,Henri Lebbestraat,17,,8790,Waregem,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
