enterprisenumber,year,juridicalsituation
0407549854,2023,Normale toestand
0407568561,2018,Normale toestand
0407568561,2019,Normale toestand
0407568561,2020,Normale toestand
0407568561,2021,Normale toestand
0407568561,2022,Normale toestand
0407568561,2023,Normale toestand
0407647547,2018,Normale toestand
0407647547,2019,Normale toestand
0407647547,2020,Normale toestand
0407647547,2021,Normale toestand
0407647547,2022,Normale toestand
0407647547,2023,Normale toestand
0407651804,2018,Normale toestand
0407651804,2019,Normale toestand
0407651804,2020,Normale toestand
0407651804,2021,Normale toestand
0407651804,2022,Normale toestand
0407651804,2023,Normale toestand
0407686347,2018,Normale toestand
0407686347,2019,Normale toestand
0407686347,2020,Normale toestand
0407686347,2021,Normale toestand
0407686347,2022,Normale toestand
0407686347,2023,Normale toestand
0407715843,2018,Normale toestand
0407715843,2019,Normale toestand
0407715843,2020,Normale toestand
0407715843,2021,Normale toestand
0407715843,2022,Normale toestand
0407715843,2023,Normale toestand
0407716734,2018,Normale toestand
0407716734,2019,Normale toestand
0407716734,2020,Normale toestand
0407716734,2021,Normale toestand
0407716734,2022,Normale toestand
0407716734,2023,Normale toestand
0407733461,2018,Opening faillissement
0407733461,2019,Opening faillissement
0407733461,2020,Opening faillissement
0407733461,2021,Opening faillissement
0407733461,2022,Opening faillissement
0407733461,2023,Opening faillissement
0407741478,2018,Normale toestand
0407741478,2019,Normale toestand
0407741478,2020,Normale toestand
0407741478,2021,Normale toestand
0407741478,2022,Normale toestand
0407741478,2023,Normale toestand
0407861937,2018,Normale toestand
0407861937,2019,Normale toestand
0407861937,2020,Normale toestand
0407861937,2021,Normale toestand
0407861937,2022,Normale toestand
0407861937,2023,Normale toestand
0407924986,2018,Normale toestand
0407924986,2019,Normale toestand
0407924986,2020,Normale toestand
0407924986,2021,Normale toestand
0407924986,2022,Normale toestand
0407924986,2023,Normale toestand
0407975466,2018,Normale toestand
0407975466,2019,Normale toestand
0407975466,2020,Normale toestand
0407975466,2021,Normale toestand
0407975466,2022,Normale toestand
0407975466,2023,Normale toestand
0407980317,2018,Normale toestand
0407980317,2019,Normale toestand
0407980317,2020,Normale toestand
0407980317,2021,Normale toestand
0407980317,2022,Normale toestand
0407980317,2023,Normale toestand
0407980713,2018,Normale toestand
0407980713,2019,Normale toestand
0407980713,2020,Normale toestand
0407980713,2021,Normale toestand
0407980713,2022,Normale toestand
0407980713,2023,Normale toestand
0408062172,2018,Normale toestand
0408062172,2019,Normale toestand
0408062172,2020,Normale toestand
0408062172,2021,Normale toestand
0408062172,2022,Normale toestand
0408062172,2023,Normale toestand
0408064350,2018,Normale toestand
0408064350,2019,Normale toestand
0408064350,2020,Normale toestand
0408064350,2021,Normale toestand
0408064350,2022,Normale toestand
0408064350,2023,Normale toestand
0408065835,2018,Normale toestand
0408065835,2019,Normale toestand
0408065835,2020,Normale toestand
0408065835,2021,Normale toestand
0408065835,2022,Normale toestand
0408065835,2023,Normale toestand
0408075436,2018,Normale toestand
0408075436,2019,Normale toestand
0408075436,2020,Normale toestand
0408075436,2021,Normale toestand
0408075436,2022,Normale toestand
0408075436,2023,Normale toestand
0408161350,2018,Normale toestand
0408161350,2019,Normale toestand
0408161350,2020,Normale toestand
0408161350,2021,Normale toestand
0408161350,2022,Normale toestand
0408161350,2023,Normale toestand
0408188569,2018,Normale toestand
0408188569,2019,Normale toestand
0408188569,2020,Normale toestand
0408188569,2021,Normale toestand
0408188569,2022,Normale toestand
0408188569,2023,Normale toestand
0408224993,2018,Normale toestand
0408224993,2019,Normale toestand
0408224993,2020,Normale toestand
0408224993,2021,Normale toestand
0408224993,2022,Normale toestand
0408224993,2023,Normale toestand
0408242910,2018,Normale toestand
0408242910,2019,Normale toestand
0408242910,2020,Normale toestand
0408242910,2021,Normale toestand
0408242910,2022,Normale toestand
0408242910,2023,Normale toestand
0408268644,2018,Normale toestand
0408268644,2019,Normale toestand
0408268644,2020,Normale toestand
0408268644,2021,Normale toestand
0408268644,2022,Normale toestand
0408268644,2023,Normale toestand
0408350895,2018,Normale toestand
0408350895,2019,Normale toestand
0408350895,2020,Normale toestand
0408350895,2021,Normale toestand
0408350895,2022,Normale toestand
0408350895,2023,Normale toestand
0408389992,2018,Opening faillissement
0408389992,2019,Opening faillissement
0408389992,2020,Opening faillissement
0408389992,2021,Opening faillissement
0408389992,2022,Opening faillissement
0408389992,2023,Opening faillissement
0408394645,2018,Normale toestand
0408394645,2019,Normale toestand
0408394645,2020,Normale toestand
0408394645,2021,Normale toestand
0408394645,2022,Normale toestand
0408394645,2023,Normale toestand
0408394744,2018,Normale toestand
0408394744,2019,Normale toestand
0408394744,2020,Normale toestand
0408394744,2021,Normale toestand
0408394744,2022,Normale toestand
0408394744,2023,Normale toestand
0408411372,2018,Normale toestand
0408411372,2019,Normale toestand
0408411372,2020,Normale toestand
0408411372,2021,Normale toestand
0408411372,2022,Normale toestand
0408411372,2023,Normale toestand
0408442848,2018,Normale toestand
0408442848,2019,Normale toestand
0408442848,2020,Normale toestand
0408442848,2021,Normale toestand
0408442848,2022,Normale toestand
0408442848,2023,Normale toestand
0408443145,2018,Normale toestand
0408443145,2019,Normale toestand
0408443145,2020,Normale toestand
0408443145,2021,Normale toestand
0408443145,2022,Normale toestand
0408443145,2023,Normale toestand
0408465614,2018,Normale toestand
0408465614,2019,Normale toestand
0408465614,2020,Normale toestand
0408465614,2021,Normale toestand
0408465614,2022,Normale toestand
0408465614,2023,Normale toestand
0408470760,2018,Normale toestand
0408470760,2019,Normale toestand
0408470760,2020,Normale toestand
0408470760,2021,Normale toestand
0408470760,2022,Normale toestand
0408470760,2023,Normale toestand
0411092334,2018,Normale toestand
0411092334,2019,Normale toestand
0411092334,2020,Normale toestand
0411092334,2021,Normale toestand
0411092334,2022,Normale toestand
0411092334,2023,Normale toestand
0411114110,2018,Normale toestand
0411114110,2019,Normale toestand
0411114110,2020,Normale toestand
0411114110,2021,Normale toestand
0411114110,2022,Normale toestand
0411114110,2023,Normale toestand
0411509533,2018,Normale toestand
0411509533,2019,Normale toestand
0411509533,2020,Normale toestand
0411509533,2021,Normale toestand
0411509533,2022,Normale toestand
0411509533,2023,Normale toestand
0411516065,2018,Normale toestand
0411516065,2019,Normale toestand
0411516065,2020,Normale toestand
0411516065,2021,Normale toestand
0411516065,2022,Normale toestand
0411516065,2023,Normale toestand
0411516758,2018,Normale toestand
0411516758,2019,Normale toestand
0411516758,2020,Normale toestand
0411516758,2021,Normale toestand
0411516758,2022,Normale toestand
0411516758,2023,Normale toestand
0411524973,2018,Normale toestand
0411524973,2019,Normale toestand
0411524973,2020,Normale toestand
0411524973,2021,Normale toestand
0411524973,2022,Normale toestand
0411524973,2023,Normale toestand
0411555360,2018,Normale toestand
0411555360,2019,Normale toestand
0411555360,2020,Normale toestand
0411555360,2021,Normale toestand
0411555360,2022,Normale toestand
0411555360,2023,Normale toestand
0411556053,2018,Normale toestand
0411556053,2019,Normale toestand
0411556053,2020,Normale toestand
0411556053,2021,Normale toestand
0411556053,2022,Normale toestand
0411556053,2023,Normale toestand
0411577631,2018,Normale toestand
0411577631,2019,Normale toestand
0411577631,2020,Normale toestand
0411577631,2021,Normale toestand
0411577631,2022,Normale toestand
0411577631,2023,Normale toestand
0411578522,2018,Normale toestand
0411578522,2019,Normale toestand
0411578522,2020,Normale toestand
0411578522,2021,Normale toestand
0411578522,2022,Normale toestand
0411578522,2023,Normale toestand
0411581985,2018,Normale toestand
0411581985,2019,Normale toestand
0411581985,2020,Normale toestand
0411581985,2021,Normale toestand
0411581985,2022,Normale toestand
0411581985,2023,Normale toestand
0411584262,2018,Opening faillissement
0411584262,2019,Opening faillissement
0411584262,2020,Opening faillissement
0411584262,2021,Opening faillissement
0411584262,2022,Opening faillissement
0411584262,2023,Opening faillissement
0411592477,2018,Normale toestand
0411592477,2019,Normale toestand
0411592477,2020,Normale toestand
0411592477,2021,Normale toestand
0411592477,2022,Normale toestand
0411592477,2023,Normale toestand
0411621775,2018,Normale toestand
0411621775,2019,Normale toestand
0411621775,2020,Normale toestand
0411621775,2021,Normale toestand
0411621775,2022,Normale toestand
0411621775,2023,Normale toestand
0411630683,2018,Normale toestand
0411630683,2019,Normale toestand
0411630683,2020,Normale toestand
0411630683,2021,Normale toestand
0411630683,2022,Normale toestand
0411630683,2023,Normale toestand
0411668196,2018,Normale toestand
0411668196,2019,Normale toestand
0411668196,2020,Normale toestand
0411668196,2021,Normale toestand
0411668196,2022,Normale toestand
0411668196,2023,Normale toestand
0411680668,2018,Normale toestand
0411680668,2019,Normale toestand
0411680668,2020,Normale toestand
0411680668,2021,Normale toestand
0411680668,2022,Normale toestand
0411680668,2023,Normale toestand
0411879816,2018,Normale toestand
0411879816,2019,Normale toestand
0411879816,2020,Normale toestand
0411879816,2021,Normale toestand
0411879816,2022,Normale toestand
0411879816,2023,Normale toestand
0411906045,2018,Normale toestand
0411906045,2019,Normale toestand
0411906045,2020,Normale toestand
0411906045,2021,Normale toestand
0411906045,2022,Normale toestand
0411906045,2023,Normale toestand
0411920396,2018,Normale toestand
0411920396,2019,Normale toestand
0411920396,2020,Normale toestand
0411920396,2021,Normale toestand
0411920396,2022,Normale toestand
0411920396,2023,Normale toestand
0411927821,2018,Normale toestand
0411927821,2019,Normale toestand
0411927821,2020,Normale toestand
0411927821,2021,Normale toestand
0411927821,2022,Normale toestand
0411927821,2023,Normale toestand
0411960483,2018,Normale toestand
0411960483,2019,Normale toestand
0411960483,2020,Normale toestand
0411960483,2021,Normale toestand
0411960483,2022,Normale toestand
0411960483,2023,Normale toestand
0411961473,2018,Normale toestand
0411961473,2019,Normale toestand
0411961473,2020,Normale toestand
0411961473,2021,Normale toestand
0411961473,2022,Normale toestand
0411961473,2023,Normale toestand
0411969490,2018,Normale toestand
0411969490,2019,Normale toestand
0411969490,2020,Normale toestand
0411969490,2021,Normale toestand
0411969490,2022,Normale toestand
0411969490,2023,Normale toestand
0411979487,2018,Normale toestand
0411979487,2019,Normale toestand
0411979487,2020,Normale toestand
0411979487,2021,Normale toestand
0411979487,2022,Normale toestand
0411979487,2023,Normale toestand
0412003045,2018,Normale toestand
0412003045,2019,Normale toestand
0412003045,2020,Normale toestand
0412003045,2021,Normale toestand
0412003045,2022,Normale toestand
0412003045,2023,Normale toestand
0412012151,2018,Opening faillissement
0412012151,2019,Opening faillissement
0412012151,2020,Opening faillissement
0412012151,2021,Opening faillissement
0412012151,2022,Opening faillissement
0412012151,2023,Opening faillissement
0412016111,2018,Normale toestand
0412016111,2019,Normale toestand
0412016111,2020,Normale toestand
0412016111,2021,Normale toestand
0412016111,2022,Normale toestand
0412016111,2023,Normale toestand
0412042241,2018,Normale toestand
0412042241,2019,Normale toestand
0412042241,2020,Normale toestand
0412042241,2021,Normale toestand
0412042241,2022,Normale toestand
0412042241,2023,Normale toestand
0412059859,2018,Normale toestand
0412059859,2019,Normale toestand
0412059859,2020,Normale toestand
0412059859,2021,Normale toestand
0412059859,2022,Normale toestand
0412059859,2023,Normale toestand
0412068173,2018,Normale toestand
0412068173,2019,Normale toestand
0412068173,2020,Normale toestand
0412068173,2021,Normale toestand
0412068173,2022,Normale toestand
0412068173,2023,Normale toestand
0412100639,2018,Normale toestand
0412100639,2019,Normale toestand
0412100639,2020,Normale toestand
0412100639,2021,Normale toestand
0412100639,2022,Normale toestand
0412100639,2023,Normale toestand
0412137756,2018,Normale toestand
0412137756,2019,Normale toestand
0412137756,2020,Normale toestand
0412137756,2021,Normale toestand
0412137756,2022,Normale toestand
0412137756,2023,Normale toestand
0412138944,2018,Normale toestand
0412138944,2019,Normale toestand
